Time,Error,Angle
93110,-5.31,-13.15465
93234,-5.31,-14.21504
93358,-5.08875,-15.22431
93482,-5.973751,-16.45183
93607,-4.425,-17.28055
96320,-1.3275,-17.54605
96447,0.22125,-17.5018
96574,3.0975,-16.77574
96702,4.978125,-15.70472
96830,5.08875,-14.67849
96957,3.650625,-14.00154
97082,2.986875,-13.43209
97206,4.535625,-12.46753
97330,6.305625,-11.13588
97452,7.08,-9.686027
97575,12.05813,-7.082278
97696,8.296875,-5.557927
97819,11.9475,-3.03725
97941,7.522501,-1.694965
98064,8.075625,-0.06866384
98186,9.07125,1.784576
98309,9.07125,3.601195
98431,8.960626,5.389209
98555,6.416251,6.575803
98679,6.195,7.800591
98802,7.411875,9.328563
98926,7.08,10.73466
99049,4.425,11.51769
99172,4.756876,12.47549
99297,4.978125,13.47989
99422,2.986875,14.00346
99547,2.43375,14.4648
99672,1.77,14.79252
99797,1.216875,15.01352
99923,0.4425,15.07156
